title,URL
【FBI 局長大爆料】賄賂、勒索、秘密交易，中國為阻撓美國友台，用盡各種骯髒招數,https://buzzorange.com/2020/07/08/fbi-director-china-great-threat/
【孔子學院正式倒閉】中國宣布「中外語言合作中心」開張！網友立刻識破：豬頭三改名就變大帥哥？,https://buzzorange.com/2020/07/08/confucius-institute-change-name/
【美國正式退出 WHO】世衛本週末到中國查疫情，美國執意退出，拜登趁機補川普一箭,https://buzzorange.com/2020/07/08/us-will-exit-from-who/
「每天看死人影片，憂鬱到不想活！」—— 輪三班、日審上萬訊息，中國「網路審核員」成言論管控下的犧牲品,https://buzzorange.com/2020/07/08/great-firewall-labour-internet-checking/
【才上完「國安法」又推「數安法」】中國不只搞全球監控，連別國公司的數據都要求上繳！,https://buzzorange.com/2020/07/08/chinese-digital-law/
「有車有房，不如有間燕屋」—— 躺著就能發大財？一窺馬來西亞的「口水商機」,https://buzzorange.com/2020/07/07/swallow/
【物慾才是騎上去的原動力】前八大女孩的心聲：沒人逼你，但整個行業都在鼓吹新人「向錢看」,https://buzzorange.com/2020/07/07/pornography-in-taiwan/
【消失百年後在台灣現蹤】你不知道的台灣高山故事！來看讓蘇格蘭老爹瘋狂的植物是什麼？,https://buzzorange.com/2020/07/07/julian-harber/
【時力議員吳韋達專欄】中火 9 機組將火力全開！政府說好的減煤呢？,https://buzzorange.com/2020/07/07/fire-electricuty-taichung/
【你也是受害者嗎】有面授才有留學簽證！美國阻斷大學財源，高階人才直接送人,https://buzzorange.com/2020/07/07/us-student-visa-taleted-people/
【13 歲就被皇帝重用】呼來喚去的工具人？還是寵愛有加的親兒子？乾隆與福康安的關係疑雲,https://buzzorange.com/2020/07/07/is-fu-kong-an-the-emperor-qianlongs-son/
不信「國學」就不是漢族！但經過中共百年前的「清洗消毒」，中國還有真漢族嗎？,https://buzzorange.com/2020/07/07/who-is-the-real-han-chinese/
【智商 157 的思考我跟不上】柯文哲嗆「三倍券」不能振興經濟，卻追加 6.55 億元加碼金,https://buzzorange.com/2020/07/07/behavior-of-ko-p-is-contradictory/
小池百合子能成為「日本蔡英文」嗎？東京女帝想問鼎首相大位，恐怕會先被自民黨拖累,https://buzzorange.com/2020/07/07/japan-female-politician/
【急流上的豆腐橋你敢走？】中國重慶大橋民眾一捏就碎，政府證實完工一年但還沒驗收,https://buzzorange.com/2020/07/07/chong-qing-bridge-is-easy-to-peel/
【中國驚現「論文工廠」】121 篇醫界論文造假！已登國際期刊「污染」科研工作,https://buzzorange.com/2020/07/07/chinese-research-prblematic-science/
原來北韓也懂 Vlog！從「北韓小姐姐」吃平壤冷麵，到國小生演講感謝「金正恩」全收錄,https://buzzorange.com/2020/07/07/new-dprk-youtube/
【Netflix 美食節目驚見豬血糕】冠軍台裔廚師 IG 狂曬滷肉飯、排骨便當，分享台灣菜食譜大獲好評,https://buzzorange.com/2020/07/07/netflix-taiwan-food-crazy-delicious/
【1 千年後台日也是好朋友】蔡英文慰問日本水災，安倍晉三用中文轉發致謝：患難見真情,https://buzzorange.com/2020/07/07/japan-and-abe-thanks-tsai-ing-wens-prayer/
【我有點被拯救的感覺】給低薪又沒房的你參考：耍廢就耍廢，幹嘛在意別人眼光,https://buzzorange.com/2020/07/06/how-life-should-plan-when-you-are-30-years-old/
【7 分鐘親臨八千公里外土耳其】VR 紀錄片帶你與難民面對面！沉浸式體驗讓國際議題一點都不遙遠,https://buzzorange.com/2020/07/06/7minute-vr-documentary/
【蘇聯垮台了，但俄羅斯不曾自由】普丁維權當皇帝， 27 歲女藝術家將因畫畫入獄,https://buzzorange.com/2020/07/06/yulia-tsvetkova/
聖索菲亞大教堂又要變回清真寺！9 成土耳其人是伊斯蘭教徒，總統改古蹟能換民心？,https://buzzorange.com/2020/07/06/hogia-sophia-church-mosque-turkey/
【台灣「會動」的美術館】用柴油味行銷鐵路觀光！13 輛「藍皮客車」邀你一起來解憂,https://buzzorange.com/2020/07/06/traditional-train-in-taiwan/
【掰掰，寶島】面試遭無理對待、暗示陪客！留英高學歷被酸「洋墨水花瓶」，忍不下去直接出國工作,https://buzzorange.com/2020/07/06/go-abroad-career-taiwanese/
「2047 年，我不在了，卻是年輕人的未來」—— 從 63 歲抗爭者視角，探索香港未知的未來,https://buzzorange.com/2020/07/06/this-is-my-hong-kong-story/
美籍教授首次來台為研究乩童腦電波！今年歸化台灣表感恩：這是一個民主、重人權的國家,https://buzzorange.com/2020/07/06/professor-timothy-lan-got-naturalization-of-taiwan/
【做賊的人喊抓賊】加拿大暫停與港引渡條款，中國反嗆「不負國際責任」讓逃犯流竄,https://buzzorange.com/2020/07/06/canada-suspends-extradition-treaty-hong-kong/
【下一步就是承認台灣主權？】開放台灣免隔離只是開始，75% 英國人認中國是威脅，政府還想踢走華為！,https://buzzorange.com/2020/07/06/united-kingdom-leave-china/
【疫情未平，天災正在蔓延】中國小學被沖毀、日本熊本縣汪洋一片！人類能承受地球反撲嗎？,https://buzzorange.com/2020/07/06/natural-disaster-in-china-and-japan/
【驗第四次才確診】北京女得知確診崩潰大叫「我好難受啊！」賣場內家長急拉走小孩,https://buzzorange.com/2020/07/06/beijing-girl-got-crazy-when-she-know-she-got-covid-19/
毛澤東不愛，蔣父子不疼！「韓戰反共義士」首次看到自己背上刺青給 1 句評語,https://buzzorange.com/2020/07/03/korean-war-soldiers-in-taiwan/
「我發了一則推文，然後公安撬開家門把我媽帶走」——中國的 90 後，身處澳洲也不得自由,https://buzzorange.com/2020/07/03/china-police-moniter-twiter/
【整個亞洲都是中國的】習近平打壓少數族群，卻展現出清朝滿人的侵略野心,https://buzzorange.com/2020/07/03/china-qing-dynasty-separatism/
蔣經國提拔他，卻被李登輝鬥倒！台灣青年在國民黨政策下含淚下台,https://buzzorange.com/2020/07/03/ciou-chuang-huan-political-life/
蝗災造成 2500 億損失！肯亞科學家提 1 方法：每一部分吃起來都「香脆可口」,https://buzzorange.com/2020/07/03/new-way-to-deal-with-locusts/
【民眾黨眼紅辣台派？】蔡壁如「跟風說」直接打臉柯Ｐ，當年 68 萬年輕選票要不要吐出來？,https://buzzorange.com/2020/07/03/dpp-young-politician/
【在台北工作做心酸的】賺最多錢的人不在首都！連離島東引都排第二,https://buzzorange.com/2020/07/03/salary-taiwan-2017/
【鄉民神整理】被推爆的旅遊實用文！《港區國安法》生效後，一張圖看哪些國家是安全的,https://buzzorange.com/2020/07/03/before-going-abroad/
【川普家族秘辛曝光倒數計時】總統怕到請法院禁書！姪女出書就是要衝康川普,https://buzzorange.com/2020/07/03/mary-trumps-book-can-publish/
「紅色政論」的產地就在台灣！陸委會對中媒記者下達驅逐令，是霸氣還是慢半拍？,https://buzzorange.com/2020/07/03/china-southeast-tv-in-taiwan/
【抵制中國哪有那麼簡單？】用中國 APP 叫車、玩中國製板球，印度打中恐先搞垮自己,https://buzzorange.com/2020/07/03/china-india-economy/
【為什麼疫情過後，經濟還是回不去？】《經濟學人》叫全世界的「作秀民粹領導人」看看台灣！,https://buzzorange.com/2020/07/02/global-permanent-damage/
【BO 第一手報導】港人全球瘋狂逃命中，蔡英文的「港人援助專案」其實幫不上忙,https://buzzorange.com/2020/07/02/political-asylum-for-hong-kong-people/
【世界會有更多單身男】「重男輕女」非亞洲特有！聯合國報告顯示全球已有 1.4 億女性被消失,https://buzzorange.com/2020/07/02/unfpa-reports-female-are-vanishing/
【時力專欄】被 YouTube「黃標」你還敢不敢談政治？時力攜手網紅把話說出來！,https://buzzorange.com/2020/07/02/youtube-demonetized-politics/
【爽當 36 年總統】7 成俄人支持修憲，67 歲普丁想追上習近平當沙皇,https://buzzorange.com/2020/07/02/putin-stay-to-be-president-forever/
【15 秒塌方影片怵目驚心】連 31 天暴雨＋地震！中國三峽大壩還沒崩，人恐先淹沒,https://buzzorange.com/2020/07/02/crisis-of-chinese/
【現代版東廠大抓捕 370 人】判決是北京直接下令！《港區國安法》蒐證可回溯兩年,https://buzzorange.com/2020/07/02/security-law-strict-regulation-hong-kong/
【不是取暖，是制衡中國】台灣為何跟索馬利蘭交好？美台國際佈局比你想得深,https://buzzorange.com/2020/07/02/soomaaliland-helps-taiwan-to-know-more-about-china/
【波頓想見蔡英文】前白宮國安顧問曝「川普、拜登不可靠」，籲台灣加強與國會合作,https://buzzorange.com/2020/07/02/john-bolton-advice-to-taiwan/
【不怕買到中國間諜？】以毒攻毒！澳洲將招募 500 位網路間諜，撒 275 億對付中國網攻,https://buzzorange.com/2020/07/02/cyber-attack-security-australia/
【要保命？快認 7 種港警旗】「持中華民國旗」遭逮補！亮出紫旗還不逃，恐被關到死,https://buzzorange.com/2020/07/02/hong-kong-flags-on-protesting-field/
【就你中國不准進來】窮也要窮得有國格！印度擁抱外資，死不讓「中企」來蓋公路,https://buzzorange.com/2020/07/02/china-capital-india-infrastructure/
【芬蘭認證：台灣口罩「頂級」】過濾率達 99.7 %！網友淡定回：這不是很正常嗎？,https://buzzorange.com/2020/07/02/mit-mask-have-been-finland-certification/
高房價讓你活不下去了嗎？來看 90 年前的台灣人如何讓房東「自願降租兩成」,https://buzzorange.com/2020/07/01/how-to-fight-the-landlord/
【國軍披上隱形斗篷】Google 地圖照到軍事機密，台灣採購偽裝網不讓紅外線、雷達偷窺！,https://buzzorange.com/2020/07/01/taiwan-military-protect-net/
丟平板打發小孩，不如教他刨木頭！從觸摸木材質地開始做起，家庭教育可以很不一樣,https://buzzorange.com/2020/07/01/family-education-wood/
【國民黨是想練成拳王？】佔立院慘遭勒脖！朱立倫揪洪孟楷練拳擊防身,https://buzzorange.com/2020/07/01/kmt-boxing-defence/
「鹹肥香」如何跟硬頸扯上關係？一口「客家菜」吃三碗飯，背後竟有特殊文化脈絡,https://buzzorange.com/2020/07/01/hakka-food-culture/
【你也用了不安全中國軟體嗎】印度禁 59 種中國通訊、手遊 APP，當地媒體嗆：現在知道了吧,https://buzzorange.com/2020/07/01/india-bans-59-mobile-app-from-china/
【活著，才能抗爭下去】刪言論、改名、撤頭貼！中共操弄恐懼「逼」港人自我審查,https://buzzorange.com/2020/07/01/security-law-hong-kong/
【《屍速列車》般的劇情】武肺病毒的「魔鬼觸手」！科學家：病毒會繞過免疫系統,https://buzzorange.com/2020/07/01/about-covid-19/
【與台灣同樣命運的國家】「非洲之角」索馬利蘭傳派「駐台代表」！網酸：邊緣國相互取暖,https://buzzorange.com/2020/07/01/taiwan-and-somaliland/
【在台撐香港也關到死】追殺你到底的「顛覆祖國政權罪」！港版國安法為收復台灣鋪路,https://buzzorange.com/2020/07/01/hong-kong-foreigner-security-law/
【中共勿挑戰國際底線】港版國安法通過，美日英歐、聯合國全都跳出發聲明！,https://buzzorange.com/2020/07/01/how-global-reacts-to-hong-kong-seculity-law/
【龜龜找不到回家的路】口罩數量比水母還要多！災難照片曝光嚇壞網友：人類就是禍害,https://buzzorange.com/2020/06/30/there-are-many-masks-in-the-sea/
大同股東會讓黃國昌大開眼界！荒謬現象恐怕只是台灣「公司治理」黑幕的冰山一角,https://buzzorange.com/2020/06/30/dispute-tatung-company/
【親兄弟還是只是長得像】吉拿棒跟油條真的是親戚嗎？一窺吉拿棒的愛侶與前世今生,https://buzzorange.com/2020/06/30/churros-and-fried-bread-stick-introduction/
【時力議員廖子齊專欄】炸山爆破聲響徹部落 40 年，完全執政的民進黨，快出來面對《礦業法》！,https://buzzorange.com/2020/06/30/dpp-environment-mine/
【中資工程涉及殺人】澳洲綠黨議員呼籲政府不該依賴中國：全球民主國家都該支持台灣,https://buzzorange.com/2020/06/30/australian-green-party-supports-taiwan/
【史上最狂黃金詐騙術】中國企業又爆雷！最大金飾商用 80 噸假黃金詐貸 660 億,https://buzzorange.com/2020/06/30/fake-gold-80t/
【媽，快把我塞回去重生】激似習近平，社群帳號遭全面封鎖！聲樂家被迫遮臉創新帳號,https://buzzorange.com/2020/06/30/liu-keqing-look-similar-to-xi/
【是在大煉蠱嗎】武肺還沒完，中國又爆「豬傳人」！科學家：現有疫苗無效，恐會大流行,https://buzzorange.com/2020/06/30/g4ea-h1n1/
【藍委 20 小時立院大進擊】有沙盤推演還超快被抬出去，總召得意：有達到練兵效果,https://buzzorange.com/2020/06/30/kmt-legislative-yuan/
【唐鳳紅到《CNN》】要看 PTT、用「卡臣」安撫民眾－唐鳳的《CNN》台灣民主防疫課,https://buzzorange.com/2020/06/30/audrey-tang-accepted-cnns-interview/
【港版國安法通過】駐港解放軍釋出「槍王爭霸賽」影片，香港鎮壓行動即將開始？,https://buzzorange.com/2020/06/30/national-security-law-pass-hong-kong/
【打破中共的民族喊話】連歷史都用「偷」的！中國五千年歷史的真相是什麼？,https://buzzorange.com/2020/06/29/the-fake-of-china-history/
【看透川普的把戲】美國富翁稅越收越少！寄望白宮「拼經濟」的底層苦不堪言,https://buzzorange.com/2020/06/29/the-rich-get-richer-the-poor-get-poorer/
【日籍女學生引疑慮】台灣要不要普篩、有無社區無症狀感染者？指揮中心說明讓你安心,https://buzzorange.com/2020/06/29/does-taiwan-needs-to-do-mass-testing-of-covid-19/
